IDCJAC0009,40913,2019,1,1,0,1,N
IDCJAC0009,40913,2019,1,2,0,1,N
IDCJAC0009,40913,2019,1,3,8.4,1,N
IDCJAC0009,40913,2019,1,4,7,1,N
IDCJAC0009,40913,2019,1,5,0.2,1,N
IDCJAC0009,40913,2019,1,6,0,1,N
IDCJAC0009,40913,2019,1,7,7.6,1,N
IDCJAC0009,40913,2019,1,8,2,1,N
IDCJAC0009,40913,2019,1,9,0,1,N
IDCJAC0009,40913,2019,1,10,0.6,1,N
IDCJAC0009,40913,2019,1,11,0,1,N
IDCJAC0009,40913,2019,1,12,0,1,N
IDCJAC0009,40913,2019,1,13,0,1,N
IDCJAC0009,40913,2019,1,14,0,1,N
IDCJAC0009,40913,2019,1,15,0,1,N
IDCJAC0009,40913,2019,1,16,0,1,N
IDCJAC0009,40913,2019,1,17,0,1,N
IDCJAC0009,40913,2019,1,18,0,1,N
IDCJAC0009,40913,2019,1,19,0,1,N
IDCJAC0009,40913,2019,1,20,0,1,N
IDCJAC0009,40913,2019,1,21,0,1,N
IDCJAC0009,40913,2019,1,22,0,1,N
IDCJAC0009,40913,2019,1,23,0,1,N
IDCJAC0009,40913,2019,1,24,,,
IDCJAC0009,40913,2019,1,25,0.6,1,N
IDCJAC0009,40913,2019,1,26,0.2,1,N
IDCJAC0009,40913,2019,1,27,0,1,N
IDCJAC0009,40913,2019,1,28,0,1,N
IDCJAC0009,40913,2019,1,29,1,1,N
IDCJAC0009,40913,2019,1,30,0,1,N
IDCJAC0009,40913,2019,1,31,0,1,N
IDCJAC0009,40913,2019,2,1,0,1,N
IDCJAC0009,40913,2019,2,2,1,1,N
IDCJAC0009,40913,2019,2,3,1.4,1,N
IDCJAC0009,40913,2019,2,4,3,1,N
IDCJAC0009,40913,2019,2,5,2.8,1,N
IDCJAC0009,40913,2019,2,6,17.2,1,N
IDCJAC0009,40913,2019,2,7,8.2,1,N
IDCJAC0009,40913,2019,2,8,2.6,1,N
IDCJAC0009,40913,2019,2,9,0.2,1,N
IDCJAC0009,40913,2019,2,10,0,1,N
IDCJAC0009,40913,2019,2,11,0,1,N
IDCJAC0009,40913,2019,2,12,0,1,N
IDCJAC0009,40913,2019,2,13,0.8,1,N
IDCJAC0009,40913,2019,2,14,0,1,N
IDCJAC0009,40913,2019,2,15,0,1,N
IDCJAC0009,40913,2019,2,16,0,1,N
IDCJAC0009,40913,2019,2,17,0,1,N
IDCJAC0009,40913,2019,2,18,0,1,N
IDCJAC0009,40913,2019,2,19,0,1,N
IDCJAC0009,40913,2019,2,20,0,1,N
IDCJAC0009,40913,2019,2,21,0,1,N
IDCJAC0009,40913,2019,2,22,0.2,1,N
IDCJAC0009,40913,2019,2,23,0,1,N
IDCJAC0009,40913,2019,2,24,0,1,N
IDCJAC0009,40913,2019,2,25,0.2,1,N
IDCJAC0009,40913,2019,2,26,0.2,1,N
IDCJAC0009,40913,2019,2,27,0,1,N
IDCJAC0009,40913,2019,2,28,0.2,1,N
IDCJAC0009,40913,2019,3,1,1.2,1,N
IDCJAC0009,40913,2019,3,2,4.8,1,N
IDCJAC0009,40913,2019,3,3,3.2,1,N
IDCJAC0009,40913,2019,3,4,1.2,1,N
IDCJAC0009,40913,2019,3,5,0,1,N
IDCJAC0009,40913,2019,3,6,0.2,1,N
IDCJAC0009,40913,2019,3,7,0,1,N
IDCJAC0009,40913,2019,3,8,4.4,1,N
IDCJAC0009,40913,2019,3,9,0,1,N
IDCJAC0009,40913,2019,3,10,0,1,N
IDCJAC0009,40913,2019,3,11,0,1,N
IDCJAC0009,40913,2019,3,12,0.2,1,N
IDCJAC0009,40913,2019,3,13,0,1,N
IDCJAC0009,40913,2019,3,14,0,1,N
IDCJAC0009,40913,2019,3,15,4.2,1,N
IDCJAC0009,40913,2019,3,16,39.6,1,N
IDCJAC0009,40913,2019,3,17,54,1,N
IDCJAC0009,40913,2019,3,18,18.4,1,N
IDCJAC0009,40913,2019,3,19,18.8,1,N
IDCJAC0009,40913,2019,3,20,0,1,N
IDCJAC0009,40913,2019,3,21,0,1,N
IDCJAC0009,40913,2019,3,22,0,1,N
IDCJAC0009,40913,2019,3,23,0,1,N
IDCJAC0009,40913,2019,3,24,0,1,N
IDCJAC0009,40913,2019,3,25,0,1,N
IDCJAC0009,40913,2019,3,26,0,1,N
IDCJAC0009,40913,2019,3,27,0.4,1,N
IDCJAC0009,40913,2019,3,28,18,1,N
IDCJAC0009,40913,2019,3,29,1.2,1,N
IDCJAC0009,40913,2019,3,30,6.6,1,N
IDCJAC0009,40913,2019,3,31,4.6,1,N
IDCJAC0009,40913,2019,4,1,0,1,N
IDCJAC0009,40913,2019,4,2,0,1,N
IDCJAC0009,40913,2019,4,3,4,1,N
IDCJAC0009,40913,2019,4,4,6.2,1,N
IDCJAC0009,40913,2019,4,5,1,1,N
IDCJAC0009,40913,2019,4,6,0,1,N
IDCJAC0009,40913,2019,4,7,0,1,N
